ZipCode,YoY_2025,Exposure_2025,YoY_2024,Exposure_2024,YoY_2023,Exposure_2023,YoY_2022,Exposure_2022,YoY_2021,Exposure_2021
91977,93%,506477865,267%,262126909,82%,71460258,33%,39330266,,29616762
91978,66%,411514364,79%,248557701,61%,139096177,54%,86305092,,55984081
91980,107%,13769052,141%,6640596,-11%,2757475,-13%,3106024,,3582676
92003,71%,748698362,88%,438872352,81%,233848037,153%,129372241,,51220444
92004,104%,59423153,87%,29163677,21%,15607639,52%,12852445,,8457203
92007,172%,98935984,513%,36339039,89%,5929565,1108%,3140850,,260000
92008,109%,210275191,261%,100580782,12%,27868824,50%,24943782,,16643187
92009,122%,1588558267,300%,716103863,109%,178868081,41%,85401701,,60532164
92010,106%,203864014,298%,99164674,188%,24916357,43%,8649476,,6034765
92011,145%,317388781,705%,129361521,64%,16066946,-9%,9795344,,10742945
92014,91%,404563271,187%,211976006,86%,73750952,95%,39701216,,20406254
92019,64%,1945071207,111%,1183351592,71%,559647872,64%,327487929,,200197674
92020,151%,253233482,345%,100824121,38%,22654171,37%,16432855,,11999159
92021,63%,1585557963,99%,972281442,88%,488244921,85%,259177949,,140254105
92024,91%,1047898043,206%,548646867,53%,179121407,36%,117104602,,86030893
92025,82%,811000666,95%,445721436,54%,228901576,65%,148649214,,90182586
92026,48%,2873722005,60%,1936939690,51%,1206974032,84%,797744557,,433318138
92027,65%,1249034610,116%,758580452,84%,351360818,32%,190796391,,145052303
92028,48%,4563224813,72%,3079392764,94%,1785826859,90%,919496916,,484988151
92029,61%,1418308701,62%,882459955,32%,545832486,22%,414209353,,339909851
92036,17%,933970994,16%,796191080,26%,688564577,31%,547567270,,419381636
92037,83%,662774278,126%,363096365,43%,160476362,35%,112060156,,83117284
92040,78%,1538757214,94%,865773737,62%,447281903,69%,276047849,,163056167
92054,145%,195698548,233%,80012193,396%,24048990,-4%,4846480,,5026537
92055,-30%,540000,0%,776250,0%,-,0%,-,,-
92056,124%,391777450,534%,175145686,164%,27630867,53%,10458528,,6834825
92057,124%,817821927,227%,365097889,162%,111692447,178%,42616165,,15353687
92058,92%,268186517,507%,140019292,52%,23077283,165%,15135490,,5706316
92059,14%,99883537,5%,87547356,31%,83513242,-39%,63960322,,104742915
92060,6%,101476399,24%,95803489,27%,77163003,0%,60589821,,-
92061,34%,358559754,39%,268444627,93%,193349864,167%,100318691,,37516745
92064,74%,2442122113,107%,1401678730,72%,675970509,34%,393415748,,294042073
92065,33%,4011272888,40%,3014545622,40%,2152774025,39%,1540451472,,1110399610
92066,54%,29269536,12%,19003798,12%,16907184,31%,15127747,,11549772
92067,96%,2225648889,93%,1134648442,33%,587111204,21%,440062371,,365093442
92069,92%,909877046,150%,473728813,31%,189205781,22%,144091243,,118065581
92070,7%,126062553,5%,117343357,16%,111872900,58%,96392025,,60951417
92071,117%,973313189,232%,448828711,139%,135085049,82%,56582091,,31141635
92075,87%,184404222,545%,98516009,284%,15276525,6%,3980271,,3741923
92078,90%,1878971024,141%,988811111,55%,409565953,48%,263574234,,177579413
92081,124%,186826579,216%,83559505,83%,26447498,49%,14430727,,9692995
92082,32%,3246724108,49%,2456364806,76%,1644518817,152%,935619919,,370982337
92083,101%,98129101,144%,48699878,122%,19961334,21%,8981375,,7453073
92084,54%,1496736430,62%,970441490,40%,598377695,36%,428421770,,315540830
92086,17%,216437606,13%,184223433,10%,162318353,27%,147345345,,116440082
92091,147%,535012590,61%,216699559,24%,134452098,43%,108064280,,75317039
92101,68%,91434947,43%,54439403,273%,37966745,8%,10176115,,9404033
92102,104%,211461985,50%,103851161,11%,69406543,-5%,62426632,,65496782
92103,132%,316617858,93%,136537386,88%,70805844,33%,37738486,,28435765
92104,148%,170887873,72%,68893793,70%,40163562,31%,23674538,,18077242
92105,125%,372774177,195%,165620437,18%,56225242,-5%,47509008,,50073463
92106,168%,85405915,317%,31841382,-15%,7644731,51%,8953098,,5931164
92107,65%,73803113,101%,44807087,17%,22304267,37%,19129826,,13917800
92108,312%,91398596,2719%,22165399,-4%,786256,91%,819116,,429371
92109,181%,163035151,69%,58015620,188%,34402757,14%,11959220,,10512492
92110,232%,86220286,133%,25936263,57%,11115086,-12%,7069448,,8009755
92111,91%,181823080,453%,94976482,49%,17168859,-4%,11529069,,12025433
92113,79%,214941058,36%,120372567,19%,88515249,3%,74235023,,72099280
92114,128%,204188006,120%,89371927,27%,40579922,2%,32020662,,31413010
92115,106%,348285294,270%,169477533,86%,45841625,32%,24669502,,18676409
92116,82%,276518784,149%,152164010,78%,61216540,27%,34391471,,27146320
92117,112%,278026732,252%,131098670,120%,37287667,26%,16967208,,13487716
92118,95%,56059670,277%,28704780,31%,7619858,79%,5814498,,3253187
92119,126%,491662983,276%,217666180,136%,57920887,28%,24509653,,19078265
92120,104%,455972856,174%,223466212,69%,81665127,16%,48365508,,41590441
92121,74%,159082590,130%,91467851,152%,39818697,107%,15780479,,7622365
92122,95%,118708338,333%,60976672,98%,14094397,-17%,7117919,,8561592
92123,125%,105851446,141%,47025401,204%,19476673,5%,6405818,,6113898
92124,120%,576408410,239%,262092486,186%,77420765,-8%,27108286,,29406284
92126,96%,682165160,283%,348914815,95%,91114395,43%,46772854,,32674007
92127,138%,2574122293,278%,1080494432,120%,285592727,99%,130016302,,65437771
92128,148%,945821345,196%,381502460,92%,128836730,11%,66955354,,60533197
92129,96%,1624106219,193%,829437834,51%,283344546,12%,187145651,,166895160
92130,150%,2432738371,247%,973477282,76%,280177469,28%,159569616,,125102862
92131,78%,2172378255,95%,1221532596,39%,625557889,30%,451319344,,347064163
92139,103%,53565859,91%,26429346,26%,13866526,34%,11021757,,8203251
92140,0%,2740950,0%,-,0%,-,0%,-,,-
92145,0%,9135800,0%,-,0%,-,0%,-,,-
92147,-100%,-,0%,300000,0%,-,0%,-,,-
92154,160%,407974405,267%,156669158,67%,42730414,40%,25518328,,18195231
92173,171%,100393521,69%,37099209,170%,21929248,46%,8108253,,5559641
94102,66%,302679344,54%,182010845,61%,118116757,11%,73468746,,66479942
94103,28%,227943224,79%,177779154,71%,99265353,32%,58131480,,43950632
94105,3%,8632683,62%,8385045,199%,5161250,0%,1725000,,1725000
94107,146%,72436537,82%,29460219,91%,16195204,7%,8491132,,7923184
94108,79%,90603121,134%,50539824,119%,21605254,51%,9882680,,6550507
94109,93%,351554728,168%,182059247,90%,67906900,30%,35706030,,27459738
94110,111%,474649361,129%,224421921,28%,97864694,11%,76193445,,68903976
94111,1074%,13320568,632%,1134300,-94%,155000,1694%,2780000,,155000
94112,73%,323230903,475%,187344277,49%,32588602,-6%,21857953,,23196869
94114,94%,255087733,242%,131263490,42%,38423441,-4%,27114607,,28146999
94115,122%,167786684,84%,75711585,151%,41097091,-6%,16376688,,17366093
94116,99%,149570200,397%,75311826,25%,15154370,21%,12137972,,10015027
94117,140%,325932454,73%,136065549,64%,78508584,-2%,47761400,,48869508
94118,100%,274785478,265%,137662987,24%,37705777,51%,30487855,,20237270
94121,80%,204082524,409%,113279687,48%,22241764,10%,14993839,,13656868
94122,99%,246118844,445%,123809421,120%,22721460,-19%,10340060,,12688490
94123,107%,235487192,174%,113971313,13%,41657455,135%,36803321,,15691348
94124,36%,120859335,194%,88979402,44%,30222401,8%,20941818,,19456081
94127,56%,143083762,993%,91443518,100%,8367047,5%,4182896,,3996603
94129,0%,-,0%,-,0%,-,0%,-,,-
94130,-78%,232000,8%,1043405,8%,966116,8%,894552,,824472
94131,105%,170224380,192%,83069945,101%,28455528,-9%,14131436,,15610551
94132,85%,57972497,377%,31414719,-13%,6579873,25%,7586603,,6080020
94133,125%,157667972,86%,70066595,92%,37621065,52%,19609265,,12867065
94134,122%,167303208,772%,75258571,4%,8631920,-16%,8305836,,9922031
94158,62%,5828165,35%,3589450,-4%,2666508,162%,2770321,,1055607
95202,147%,88212352,49%,35675018,231%,23932224,53%,7225247,,4729936
95203,75%,60467527,90%,34600191,21%,18217007,12%,15053798,,13429594
95204,100%,62211478,55%,31138258,148%,20040784,-3%,8078079,,8361254
95205,38%,92918361,52%,67444333,13%,44361420,15%,39237806,,34221862
95206,54%,108380364,65%,70155883,29%,42573203,34%,33094985,,24710823
95207,29%,64330779,339%,49886908,84%,11365746,107%,6182135,,2984384
95209,129%,31431880,135%,13698319,39%,5830740,30%,4209549,,3239771
95210,147%,25425084,365%,10310852,57%,2216569,-7%,1413007,,1515619
95212,37%,30618906,149%,22353014,92%,8990585,164%,4683578,,1775194
95215,59%,62203936,208%,39218509,-4%,12721129,63%,13264681,,8121086
95219,15%,39980531,885%,34641277,4%,3516386,-21%,3377567,,4300385
95220,70%,16797210,-18%,9896071,61%,12122381,154%,7513830,,2959879
95227,21%,9452079,0%,7817684,0%,-,0%,-,,-
95230,-2%,13236624,127%,13562452,99%,5963432,-21%,2993360,,3795547
95231,38%,36795740,1693%,26758601,269%,1492606,7%,404088,,379002
95236,95%,8156005,-4%,4171900,0%,4359700,0%,-,,-
95237,120%,8790421,33%,3989900,0%,3000000,0%,-,,-
95240,158%,72928405,171%,28263175,19%,10446241,78%,8777931,,4937782
95242,246%,29414687,39%,8491528,173%,6101070,32%,2237856,,1691847
95253,123%,2505750,0%,1125000,0%,-,0%,-,,-
95258,16%,6693595,3505%,5758681,8%,159759,17%,148154,,126833
95304,171%,41595157,166%,15352526,150%,5773683,34%,2309827,,1721208
95320,87%,13386745,11%,7177162,130%,6484923,338%,2818083,,642951
95330,24%,9912206,837%,7964050,-18%,850000,0%,1032800,,-
95336,79%,48220879,255%,26922358,139%,7583976,94%,3169173,,1634062
95337,58%,39018568,20%,24701308,139%,20632784,7%,8643156,,8069785
95366,253%,8947938,45%,2533250,81%,1742614,-63%,961387,,2629024
95376,68%,45776295,874%,27260671,244%,2798718,3%,812729,,787130
95377,147%,42795108,125%,17319019,69%,7707521,-25%,4566212,,6075399
95391,140%,32337460,0%,13464479,0%,-,0%,-,,-
95686,0%,932650,0%,-,0%,-,0%,-,,-
93401,77%,496406103,74%,280419381,61%,161369640,43%,100181800,,70236255
93402,64%,152685835,55%,92994078,73%,59973643,53%,34692374,,22658865
93405,76%,374850949,90%,212612593,90%,112105659,9%,58978426,,54108472
93420,61%,541020250,57%,336975956,70%,214776877,66%,126528176,,76013377
93422,55%,838582458,104%,542213359,69%,266247458,98%,157923515,,79686207
93424,40%,138252800,111%,98586279,99%,46831094,0%,23535434,,-
93428,40%,379635818,48%,271544055,46%,183625351,83%,125886346,,68969732
93430,45%,58775722,83%,40575448,35%,22198316,35%,16390710,,12111041
93432,17%,73163753,31%,62428051,12%,47505962,14%,42402179,,37200531
93433,192%,21750084,33%,7436709,304%,5592779,333%,1384342,,319634
93435,99%,3012200,-48%,1512200,94%,2915000,0%,1500000,,1500000
93442,119%,81632091,86%,37316615,42%,20100997,123%,14168219,,6362984
93444,113%,134593452,82%,63254146,33%,34674478,36%,26117570,,19267159
93445,68%,21185091,206%,12607465,570%,4124318,0%,616000,,616000
93446,50%,725887012,65%,483165632,54%,292940822,98%,190342203,,96195474
93449,76%,251956879,165%,143112458,98%,54082520,97%,27282571,,13858916
93451,23%,78805153,44%,64049780,31%,44507187,77%,34099171,,19264234
93452,26%,48349981,98%,38272075,7%,19303778,91%,17966300,,9413825
93453,27%,141550312,7%,111320326,23%,103820648,23%,84133084,,68258533
93461,95%,6273915,4%,3224335,5%,3088862,6%,2933005,,2769664
93465,68%,195964951,52%,116574196,63%,76668324,109%,47092450,,22565533
94002,86%,172678082,288%,92837156,64%,23913702,79%,14581294,,8141213
94005,77%,54372423,73%,30767474,19%,17761915,166%,14900533,,5601203
94010,95%,855950119,149%,438410303,88%,176030311,80%,93682717,,51935081
94014,157%,207107748,331%,80612972,139%,18709952,12%,7833798,,7025449
94015,144%,73937243,98%,30363776,107%,15344950,10%,7420794,,6747001
94018,127%,37781125,0%,16675743,0%,-,0%,-,,-
94019,53%,247402167,54%,161294166,63%,104429378,16%,64065274,,55343702
94020,22%,140850945,16%,115444191,27%,99900242,54%,78395337,,50793024
94021,-2%,27111947,26%,27741117,23%,22069976,47%,17930297,,12197843
94025,181%,248046988,241%,88396439,75%,25921109,45%,14792747,,10179401
94027,68%,165423894,199%,98440185,219%,32934799,-47%,10308805,,19621297
94028,57%,707547234,97%,451594653,74%,229104624,37%,131581213,,95726317
94030,74%,145922157,224%,84098574,367%,25918824,32%,5551180,,4216625
94037,136%,67102010,24%,28466582,79%,22957238,29%,12823117,,9926075
94038,143%,26698341,96%,11005636,61%,5604339,165%,3480192,,1311698
94044,96%,463387629,115%,236718736,45%,110180949,21%,76190588,,62972812
94060,23%,140518968,21%,114553056,27%,94394749,57%,74148065,,47258095
94061,129%,97569334,543%,42665162,168%,6631623,450%,2474336,,450000
94062,46%,1057557545,47%,724986110,56%,493317179,108%,315682583,,151414992
94063,137%,41354022,91%,17432933,100%,9149916,26%,4565516,,3616626
94065,214%,8142830,1529%,2595775,0%,159350,0%,-,,-
94066,146%,235247925,598%,95577595,464%,13692883,34%,2426087,,1815670
94070,85%,264604201,111%,142757659,193%,67705364,46%,23134429,,15839328
94074,0%,25892101,22%,25819261,57%,21135197,57%,13467140,,8596083
94080,171%,215786506,225%,79640099,129%,24525111,222%,10722240,,3325640
94128,0%,-,-100%,-,0%,965000,0%,-,,-
94303,99%,81613166,350%,41059381,-21%,9115062,-8%,11570043,,12565794
94401,43%,80361304,234%,56133318,136%,16811039,-2%,7135810,,7285926
94402,73%,192934150,217%,111572727,126%,35232044,87%,15574173,,8312733
94403,87%,70932007,184%,38014254,536%,13383870,234%,2104150,,630200
94404,141%,21482594,150%,8916353,121%,3570994,71%,1618022,,947500
93013,49%,582079213,40%,391124668,31%,278959517,65%,212982764,,128805781
93067,66%,145143941,150%,87525179,219%,35022685,17%,10971016,,9355920
93101,111%,305598343,281%,144543450,160%,37916506,17%,14597672,,12508768
93103,55%,1225266178,55%,791062305,41%,509627940,75%,361782829,,207140683
93105,32%,2492633007,46%,1884588578,20%,1292460970,34%,1080502980,,805269400
93108,43%,3995962426,36%,2800617417,34%,2062201507,59%,1542726865,,971133720
93109,131%,145500153,114%,62880569,137%,29417870,-15%,12395977,,14621242
93110,71%,505253460,224%,296334271,40%,91392811,76%,65137961,,36955941
93111,81%,696669190,175%,384010220,28%,139535258,46%,108852177,,74769331
93117,53%,662154244,55%,432331132,16%,279316016,36%,240413112,,177244351
93254,52%,17123179,-29%,11290708,144%,15861096,35%,6499103,,4822639
93427,9%,112327495,61%,103525424,11%,64394285,125%,57949931,,25718513
93429,-31%,1907513,19%,2774960,3%,2325612,9%,2262500,,2070000
93434,91%,19239066,146%,10073474,5%,4097207,1%,3902322,,3846487
93436,48%,407430619,86%,276183334,62%,148723200,44%,91704340,,63540324
93437,0%,2344650,-100%,-,0%,1218750,0%,1218750,,-
93440,45%,77267492,15%,53163928,60%,46232215,53%,28925593,,18936201
93441,62%,150380702,-1%,92962835,10%,94317993,117%,85367252,,39353622
93454,33%,141182855,53%,106344967,25%,69343709,68%,55305678,,32840843
93455,68%,180537432,124%,107513978,116%,48014880,87%,22252834,,11914174
93458,90%,68521903,644%,36069430,73%,4850000,3%,2797905,,2707173
93460,19%,406561557,16%,340476771,32%,293329437,95%,223025521,,114299716
93463,39%,249492456,77%,179438629,105%,101208728,84%,49316084,,26824450
94022,63%,882926103,142%,542505497,41%,224615223,86%,159054423,,85485710
94024,65%,568124791,93%,344113480,47%,178133184,74%,121058844,,69663975
94040,56%,77401064,684%,49463809,306%,6307522,12%,1554996,,1387842
94041,76%,16685089,153%,9497934,0%,3760000,0%,-,,-
94043,93%,23100524,650%,11992064,199%,1599859,18%,535570,,452384
94085,45%,14242672,3784%,9806700,-46%,252500,0%,468800,,-
94086,108%,43531055,198%,20897730,364%,7012346,-19%,1512272,,1868977
94087,219%,56665201,188%,17774725,149%,6175182,15%,2476779,,2150119
94089,44%,35494220,2072%,24589337,0%,1132150,0%,-,,-
94301,81%,94748382,168%,52417891,45%,19577772,32%,13482270,,10230288
94304,60%,44787202,164%,27988846,44%,10616248,1%,7361413,,7254571
94305,177%,47265643,110%,17050089,63%,8100686,164%,4976006,,1883600
94306,123%,70700479,341%,31690662,711%,7185190,-46%,885499,,1635487
95002,191%,10819267,46%,3719816,6%,2542155,-19%,2392539,,2962957
95008,163%,51017120,403%,19402191,138%,3855016,-22%,1621106,,2079336
95013,19%,3176733,0%,2668198,-100%,-,0%,710100,,-
95014,73%,399545812,158%,231458972,-35%,89682777,256%,138283660,,38859993
95020,70%,604532817,149%,356364293,62%,143164930,89%,88451229,,46725410
95030,59%,1392685945,74%,877787768,31%,503852126,22%,384337892,,313907063
95032,42%,585900903,119%,413504707,54%,188879428,30%,122763862,,94500795
95035,244%,170024944,466%,49488072,30%,8744486,-16%,6732015,,8031639
95037,66%,882658441,73%,531334839,58%,306545371,51%,193663547,,128260158
95046,67%,122512154,66%,73345035,164%,44097585,202%,16731985,,5533600
95050,135%,50175234,510%,21319140,137%,3492197,-32%,1472517,,2179392
95051,211%,68585859,433%,22067091,262%,4140297,37%,1143405,,836470
95054,53%,12869099,25%,8422250,1554%,6721000,0%,406350,,-
95070,81%,1588569404,141%,878377147,52%,364559139,51%,239754297,,158813396
95110,84%,36198173,28%,19691247,10%,15386857,-1%,14050214,,14234658
95111,132%,71925611,204%,31057519,22%,10216514,9%,8369121,,7671334
95112,91%,165652219,83%,86661259,4%,47463130,-5%,45727914,,47997037
95113,801%,16663313,0%,1850000,0%,1850000,-100%,-,,70000
95116,121%,68004098,89%,30813231,-29%,16276577,-26%,22952777,,31167572
95117,322%,41432314,359%,9815442,126%,2136591,6%,945503,,895557
95118,119%,35467329,27%,16194492,-54%,12732354,3%,27941166,,27104558
95119,54%,24163341,1424%,15701021,0%,1030500,-100%,-,,515700
95120,74%,520404813,155%,299453355,179%,117371313,49%,42007022,,28112845
95121,92%,49301620,785%,25699905,-17%,2904117,8%,3511436,,3249438
95122,90%,63303589,120%,33390131,-11%,15195947,4%,17107151,,16519498
95123,67%,57037268,331%,34237376,98%,7946606,6%,4007959,,3786942
95124,115%,59522242,176%,27687853,345%,10015012,6%,2248270,,2116837
95125,92%,74782032,142%,38927529,19%,16055404,21%,13510586,,11177622
95126,46%,72554944,159%,49798863,67%,19198113,19%,11512603,,9707327
95127,84%,195138768,113%,105887572,47%,49627096,38%,33652793,,24455081
95128,159%,48129360,368%,18560398,49%,3966600,-22%,2655189,,3384259
95129,109%,35396337,452%,16920254,39%,3068018,2%,2206641,,2162912
95130,249%,6367434,0%,1825000,-100%,-,0%,580000,,-
95131,46%,29984011,646%,20544653,49%,2752591,169%,1841461,,685291
95132,115%,76858499,141%,35803802,47%,14867190,136%,10141682,,4295554
95133,140%,37935636,125%,15803667,17%,7012594,54%,5996615,,3887394
95134,138%,9004987,1794%,3787000,-25%,200000,0%,267500,,-
95135,126%,101101559,282%,44763410,648%,11704930,-47%,1565287,,2967659
95136,205%,37334902,531%,12254496,0%,1943261,0%,-,,-
95138,146%,165144226,236%,67265063,17%,20025398,132%,17153960,,7382100
95139,-24%,5323318,126%,6995520,197%,3089007,7%,1038346,,966969
95140,40%,36928962,32%,26297068,54%,19884674,68%,12902711,,7670887
95141,-36%,3000000,33%,4657400,93%,3510000,0%,1819350,,-
95148,93%,152313760,524%,78847619,93%,12636743,18%,6531517,,5554274
95003,118%,1851708150,156%,850998355,45%,332920955,18%,229104240,,193452054
95005,61%,1205265096,98%,749354347,66%,378762589,87%,228077025,,121779220
95006,44%,1677403408,59%,1168132855,56%,732796032,120%,469139384,,213166092
95007,60%,183978871,0%,115173563,0%,-,0%,-,,-
95010,106%,19322135,214%,9384773,252%,2985774,444%,849268,,156000
95017,13%,33325476,19%,29611551,80%,24853435,130%,13839692,,6027208
95018,67%,1621639675,99%,969608858,47%,488146754,88%,331436288,,176421890
95019,124%,8132423,0%,3623756,0%,-,0%,-,,-
95033,87%,3241296512,110%,1736986918,30%,826486784,50%,634979209,,424636722
95041,48%,109478133,0%,74084375,0%,-,0%,-,,-
95060,86%,2341941443,146%,1260340120,65%,513374392,88%,310817876,,165298316
95062,203%,76917766,179%,25347131,73%,9080862,-9%,5262025,,5771578
95064,61%,7573859,96%,4718374,760%,2403895,6%,279535,,262587
95065,89%,856764346,167%,453911624,61%,170269002,63%,106018029,,65237964
95066,70%,2118765273,159%,1244308458,89%,480993337,119%,254335147,,116050811
95073,115%,1122318093,116%,521850482,39%,241994927,33%,174034590,,130834482
95076,83%,1187539613,110%,648815429,49%,309278927,55%,207787486,,134160549
96001,63%,808622532,95%,495788495,121%,254675240,18%,115422429,,97503709
96002,49%,198459354,129%,132933064,210%,58041970,65%,18748693,,11361481
96003,44%,1045929243,59%,727901063,73%,458722479,35%,265470441,,196716565
96007,30%,455207508,76%,349038917,112%,198401243,66%,93780451,,56371472
96008,6%,91560026,62%,85978961,44%,53028694,21%,36822926,,30369703
96013,25%,169867629,58%,135595284,93%,85563443,32%,44407338,,33541279
96016,1%,45267885,65%,45035682,32%,27236194,72%,20668736,,12029205
96017,-9%,23727961,-5%,25970479,70%,27227559,23%,15988753,,13008474
96019,45%,245570798,58%,169800760,97%,107424783,48%,54489216,,36869031
96028,22%,69180663,41%,56632538,89%,40023584,187%,21163378,,7384553
96033,15%,24603737,71%,21339436,96%,12509282,34%,6377736,,4774683
96040,-1%,14965725,70%,15064159,97%,8873089,40%,4513597,,3217611
96047,27%,67244287,38%,52791618,70%,38391229,7%,22598557,,21097731
96051,18%,193942449,23%,164674852,56%,134303531,14%,86226636,,75699489
96059,0%,-,-100%,-,29%,27882834,0%,21535629,,-
96062,32%,61102101,45%,46206452,39%,31895186,15%,22961570,,19890439
96065,24%,64411124,23%,51897249,16%,42177285,17%,36294250,,31088033
96069,27%,70355512,29%,55392271,37%,42866574,9%,31254591,,28761176
96071,26%,39852359,13%,31637628,24%,27881543,14%,22511920,,19784564
96073,27%,138246307,31%,108622205,48%,82975297,39%,56222931,,40538098
96076,5%,9056808,-8%,8647011,15%,9352715,25%,8131469,,6480968
96087,39%,57928128,114%,41707757,45%,19487035,130%,13436204,,5829275
96088,13%,584011056,27%,517096556,65%,408039176,23%,247828933,,200923111
96089,6%,2789387,0%,2636213,0%,-,0%,-,,-
96096,17%,92179102,40%,78616006,25%,55979945,-9%,44669256,,48882839
95910,-12%,6026792,-1%,6847571,12%,6944077,5%,6184880,,5914080
95936,16%,88022468,15%,75826207,11%,66147023,45%,59479537,,40925719
95944,-8%,6338103,34%,6864676,28%,5116466,4%,3992992,,3833546
96118,42%,68337880,81%,48247040,59%,26662578,56%,16751229,,10766037
96124,5%,63004420,43%,59892055,27%,41803480,38%,32924082,,23812529
96125,18%,145202444,26%,123098044,25%,97984271,32%,78294058,,59132002
96126,27%,52590842,52%,41488164,106%,27299165,31%,13280709,,10166416
95568,28%,3612196,-34%,2822211,53%,4263735,31%,2795175,,2134762
96014,8%,14707496,38%,13650555,188%,9867122,4%,3423932,,3294761
96023,71%,13958305,73%,8163661,12%,4722954,12%,4233210,,3795313
96025,31%,244718083,25%,186818274,62%,149595999,30%,92268967,,71049359
96027,41%,102689651,79%,72847345,80%,40768874,4%,22650949,,21794686
96031,19%,3461040,-47%,2915881,3%,5450334,1%,5290053,,5252990
96032,46%,124718906,39%,85150281,56%,61362064,17%,39447102,,33845647
96034,7%,5291672,17%,4929515,13%,4221829,33%,3722654,,2793293
96038,29%,9270749,551%,7208330,75%,1107337,836%,631184,,67450
96039,6%,43964630,38%,41559059,36%,30070591,18%,22156985,,18800282
96044,56%,35134377,55%,22531975,85%,14545904,24%,7874569,,6333766
96050,14%,16372748,15%,14347489,-5%,12481002,-3%,13137718,,13577227
96057,18%,160119709,56%,136014445,46%,87068107,32%,59513005,,45196173
96058,46%,19399887,68%,13272996,100%,7919866,26%,3952003,,3132341
96064,36%,105242842,85%,77165625,41%,41703893,177%,29516676,,10644759
96067,45%,782743526,235%,540051728,61%,161120847,59%,99911236,,62712840
96085,-9%,5321681,20%,5852611,-3%,4896295,-9%,5022762,,5540627
96086,15%,15211866,6%,13221807,9%,12526290,37%,11505404,,8414091
96094,47%,357263642,138%,243290342,114%,102068816,81%,47683885,,26405568
96097,73%,329339643,122%,190340830,63%,85648036,98%,52579295,,26494295
96134,68%,6292832,40%,3752870,78%,2686441,-32%,1511750,,2224557
94510,104%,123286411,253%,60294786,156%,17079848,34%,6672380,,4987882
94512,-100%,-,-3%,440500,8%,452296,17%,417803,,358308
94533,95%,130961076,201%,67289567,147%,22324247,-20%,9028888,,11329024
94534,70%,571691455,106%,335384607,166%,162728584,160%,61276803,,23595780
94571,27%,14197028,549%,11146752,86%,1718686,207%,923616,,300497
94585,43%,32146070,73%,22528460,119%,13012340,27%,5938858,,4682176
94589,45%,33265013,63%,22908680,209%,14020444,-7%,4534565,,4897373
94590,145%,141137823,32%,57704841,119%,43677790,8%,19904246,,18364477
94591,119%,148568101,110%,67768628,141%,32317547,20%,13432995,,11180748
94592,35%,6607739,0%,4905460,0%,-,0%,-,,-
95620,72%,15370745,427%,8922427,0%,1693800,-100%,-,,1066398
95687,176%,68234831,333%,24717723,138%,5702512,55%,2392967,,1542830
95688,79%,285476998,164%,159545071,136%,60360912,72%,25551383,,14861187
94922,63%,45511318,31%,27892463,-8%,21319642,23086%,23186367,,100000
94923,77%,110115945,78%,62323775,36%,34994119,72%,25638215,,14871151
94928,135%,50392663,349%,21416049,51%,4774145,156%,3161763,,1236500
94931,127%,29105096,262%,12796287,1808%,3530140,0%,185000,,-
94951,61%,122576808,64%,76292498,73%,46475881,97%,26824310,,13631896
94952,87%,308981877,80%,165194775,64%,91584604,375%,55730210,,11723198
94954,89%,150990261,109%,79931039,95%,38296585,337%,19636517,,4493250
94972,0%,2417500,-100%,-,0%,1110000,0%,-,,-
95401,92%,88520573,93%,46142277,157%,23858093,33%,9277005,,6959981
95403,77%,643063076,105%,363694348,53%,177330274,89%,115860757,,61255349
95404,57%,2173641727,62%,1388148505,47%,858457987,127%,582296602,,256462019
95405,85%,270502682,234%,146521514,246%,43920636,36%,12690130,,9304922
95407,41%,122140460,193%,86672110,157%,29556773,6%,11487045,,10881050
95409,111%,1105841480,133%,523817999,103%,224909878,188%,110566527,,38350398
95412,10%,23976298,-16%,21722524,13%,25914799,131%,22868391,,9888342
95419,21%,31529487,0%,26152961,0%,-,0%,-,,-
95421,10%,228513803,68%,207481534,27%,123678210,112%,97701029,,46165833
95425,36%,467930358,55%,344903795,51%,222751841,59%,147151397,,92787625
95436,34%,311645442,42%,232185980,50%,163557554,161%,108836330,,41767433
95439,350%,7542320,0%,1677243,0%,-,0%,-,,-
95441,34%,267978740,12%,199586820,32%,178985434,115%,135980940,,63174067
95442,62%,701023019,53%,433112728,55%,282569119,232%,182166020,,54898322
95444,6%,2077337,49%,1953652,733%,1308400,423%,157000,,30000
95446,21%,879196633,51%,725073715,106%,481375932,143%,233574623,,96003922
95448,23%,1092536995,35%,889664385,31%,659389994,107%,504207053,,243889517
95450,-5%,100330392,7%,105485494,29%,98346799,101%,76172403,,37873481
95452,129%,345457465,73%,150672189,59%,86881765,475%,54555282,,9483450
95462,16%,185959462,41%,159704280,70%,113082964,102%,66398678,,32865158
95465,15%,177910176,25%,154384579,50%,123137831,162%,82293868,,31433443
95471,-26%,16039492,0%,21783610,0%,-,0%,-,,-
95472,43%,599298361,53%,420354630,67%,273981384,100%,163572145,,81606719
95476,48%,1178129551,100%,797103426,59%,399001416,226%,250159280,,76740330
95492,70%,232837192,143%,137212032,74%,56572603,48%,32448406,,21881042
95497,40%,462698465,101%,331489672,56%,164965407,93%,105533820,,54762165
95307,352%,87070632,396%,19269061,14%,3886481,30%,3394541,,2602706
95313,1328%,3141350,0%,220000,0%,220000,-51%,220000,,445000
